protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
P25942	257	0.96605	12.65832	Pass	Normalized Protein eXpression	nan
Q14116	257	0.81842	9.40911	Pass	Normalized Protein eXpression	nan
P20718	257	1.44801	5.57011	Pass	Normalized Protein eXpression	nan
P49767	257	-0.83065	1.52398	Pass	Normalized Protein eXpression	nan
P01137	257	0.30101	2.18625	Pass	Normalized Protein eXpression	nan
P09341	257	2.51127	10.26126	Pass	Normalized Protein eXpression	nan
O43557	257	1.48542	5.26478	Pass	Normalized Protein eXpression	nan
O95760	257	1.17001	1.17001	Pass	Normalized Protein eXpression	nan
O43508	257	0.57673	9.24954	Pass	Normalized Protein eXpression	nan
P01127	257	1.2306	11.90283	Pass	Normalized Protein eXpression	nan
Q15116	257	0.96388	3.14921	Pass	Normalized Protein eXpression	nan
P48023	257	1.08608	6.62103	Pass	Normalized Protein eXpression	nan
Q99731	257	1.09786	9.57215	Pass	Normalized Protein eXpression	nan
P80075	257	0.93715	7.91132	Pass	Normalized Protein eXpression	nan
P13236	257	1.23142	8.43142	Pass	Normalized Protein eXpression	nan
Q14213,P29459	257	0.69935	0.69935	Pass	Normalized Protein eXpression	nan
P09382	257	0.93308	6.71295	Pass	Normalized Protein eXpression	nan
Q9NZQ7	257	1.38518	5.3918	Pass	Normalized Protein eXpression	nan
P26842	257	1.32784	7.56649	Pass	Normalized Protein eXpression	nan
P42830	257	1.09124	12.06222	Pass	Normalized Protein eXpression	nan
P14210	257	1.18589	7.52943	Pass	Normalized Protein eXpression	nan
P12544	257	-0.52628	5.62426	Pass	Normalized Protein eXpression	nan
P09601	257	2.59798	12.64731	Pass	Normalized Protein eXpression	nan
P78423	257	0.23477	5.492	Pass	Normalized Protein eXpression	nan
P02778	257	-0.49055	8.84181	Pass	Normalized Protein eXpression	nan
P32970	257	0.25899	2.3554	Pass	Normalized Protein eXpression	nan
Q9NP84	257	0.98125	5.46279	Pass	Normalized Protein eXpression	nan
P55773	257	1.08332	9.8231	Pass	Normalized Protein eXpression	nan
P06127	257	0.26383	4.99242	Pass	Normalized Protein eXpression	nan
P10147	257	0.78595	12.35497	Pass	Normalized Protein eXpression	nan
P09237	257	1.39934	11.07273	Pass	Normalized Protein eXpression	nan
P07585	257	0.79796	4.49491	Pass	Normalized Protein eXpression	nan
O75509	257	0.78951	7.84865	Pass	Normalized Protein eXpression	nan
P43489	257	1.80556	4.00461	Pass	Normalized Protein eXpression	nan
Q29983,Q29980	257	0.12298	1.4266	Pass	Normalized Protein eXpression	nan
Q92583	257	0.15595	9.03914	Pass	Normalized Protein eXpression	nan
P21246	257	-0.40973	-0.30232	Pass	Normalized Protein eXpression	nan
P01579	257	1.21747	1.21747	Pass	Normalized Protein eXpression	nan
Q14790	257	0.59442	6.13221	Pass	Normalized Protein eXpression	nan
O75144	257	0.86695	5.25551	Pass	Normalized Protein eXpression	nan
P39900	257	-0.30081	5.49656	Pass	Normalized Protein eXpression	nan
O43927	257	0.39592	9.22611	Pass	Normalized Protein eXpression	nan
Q9BQ51	257	0.06975	2.46842	Pass	Normalized Protein eXpression	nan
P15692	257	1.26213	8.26419	Pass	Normalized Protein eXpression	nan
P05112	257	-0.13459	-0.13459	Pass	Normalized Protein eXpression	nan
Q9HBE4	257	1.1857	1.1857	Pass	Normalized Protein eXpression	nan
P35225	257	1.01539	1.01539	Pass	Normalized Protein eXpression	nan
P78556	257	0.99503	8.45799	Pass	Normalized Protein eXpression	nan
P01375	257	1.40285	1.40285	Pass	Normalized Protein eXpression	nan
P10144	257	0.54187	4.05676	Pass	Normalized Protein eXpression	nan
P29459,P29460	257	-0.00596	7.79452	Pass	Normalized Protein eXpression	nan
P09603	257	-0.50076	8.06711	Pass	Normalized Protein eXpression	nan
Q9H6B4	257	1.11092	3.33295	Pass	Normalized Protein eXpression	nan
Q96JA1	257	1.14658	3.45298	Pass	Normalized Protein eXpression	nan
O95502	257	1.28086	4.06702	Pass	Normalized Protein eXpression	nan
P23526	257	1.55207	1.57686	Pass	Normalized Protein eXpression	nan
P52888	257	1.77792	6.03343	Pass	Normalized Protein eXpression	nan
P43234	257	0.50211	2.44903	Pass	Normalized Protein eXpression	nan
Q96LA6	257	1.30854	5.60292	Pass	Normalized Protein eXpression	nan
Q04900	257	1.13971	5.64396	Pass	Normalized Protein eXpression	nan
P20711	257	1.16815	5.66621	Pass	Normalized Protein eXpression	nan
Q9NPH0	257	0.77476	4.92475	Pass	Normalized Protein eXpression	nan
Q03403	257	-0.01481	3.65519	Pass	Normalized Protein eXpression	nan
P25815	257	1.34157	1.34157	Pass	Normalized Protein eXpression	nan
O15123	257	0.81732	1.86122	Pass	Normalized Protein eXpression	nan
Q9Y5K6	257	1.55884	5.7368	Pass	Normalized Protein eXpression	nan
O43827	257	0.35752	1.05893	Pass	Normalized Protein eXpression	nan
Q9NY25	257	1.18984	4.78104	Pass	Normalized Protein eXpression	nan
Q9GZM7	257	1.05249	4.65682	Pass	Normalized Protein eXpression	nan
P35754	257	1.85123	1.85123	Pass	Normalized Protein eXpression	nan
P09104	257	1.33845	5.63848	Pass	Normalized Protein eXpression	nan
O95544	257	1.058	3.48416	Pass	Normalized Protein eXpression	nan
Q9UBU3	257	0.86118	1.45875	Pass	Normalized Protein eXpression	nan
P50452	257	2.76467	3.30976	Pass	Normalized Protein eXpression	nan
P35237	257	1.33965	5.23154	Pass	Normalized Protein eXpression	nan
Q9HBB8	257	0.85941	4.10713	Pass	Normalized Protein eXpression	nan
Q76M96	257	2.02123	6.44193	Pass	Normalized Protein eXpression	nan
Q9NR28	257	2.77598	5.30885	Pass	Normalized Protein eXpression	nan
Q8N1Q1	257	1.22512	7.63117	Pass	Normalized Protein eXpression	nan
Q13275	257	1.57882	3.52154	Pass	Normalized Protein eXpression	nan
O43240	257	1.69848	4.10815	Pass	Normalized Protein eXpression	nan
Q9UKJ0	257	1.12548	5.24951	Pass	Normalized Protein eXpression	nan
O95841	257	-0.06951	2.74945	Pass	Normalized Protein eXpression	nan
P51693	257	1.58884	6.04071	Pass	Normalized Protein eXpression	nan
Q8IZP9	257	0.80795	3.29955	Pass	Normalized Protein eXpression	nan
P19971	257	1.14866	6.61306	Pass	Normalized Protein eXpression	nan
O75791	257	1.3144	3.06029	Pass	Normalized Protein eXpression	nan
A6NI73	257	1.54049	5.52882	Pass	Normalized Protein eXpression	nan
P00352	257	1.26539	2.57071	Pass	Normalized Protein eXpression	nan
P40259	257	0.67358	3.22478	Pass	Normalized Protein eXpression	nan
P09525	257	1.25367	2.1786	Pass	Normalized Protein eXpression	nan
P50995	257	0.37254	3.87665	Pass	Normalized Protein eXpression	nan
Q9Y286	257	0.67089	3.23881	Pass	Normalized Protein eXpression	nan
P26010	257	1.45454	1.45454	Pass	Normalized Protein eXpression	nan
P09417	257	1.85657	6.21917	Pass	Normalized Protein eXpression	nan
O00161	257	0.84723	2.66108	Pass	Normalized Protein eXpression	nan
P27695	257	0.87527	1.88387	Pass	Normalized Protein eXpression	nan
O75356	257	0.42768	1.4968	Pass	Normalized Protein eXpression	nan
Q9H4D0	257	1.49983	3.98914	Pass	Normalized Protein eXpression	nan
P21964	257	2.01635	6.39627	Pass	Normalized Protein eXpression	nan
Q15846	257	0.54408	4.17539	Pass	Normalized Protein eXpression	nan
P51858	257	0.69669	0.69669	Pass	Normalized Protein eXpression	nan
Q6WN34	257	-0.36512	2.65958	Pass	Normalized Protein eXpression	nan
P09668	257	2.46898	3.19994	Pass	Normalized Protein eXpression	nan
Q15155	257	-0.00552	6.10587	Pass	Normalized Protein eXpression	nan
P16083	257	1.20173	1.20173	Pass	Normalized Protein eXpression	nan
Q9BQB4	257	1.00506	6.00868	Pass	Normalized Protein eXpression	nan
Q92520	257	0.63946	7.03219	Pass	Normalized Protein eXpression	nan
Q8NBS9	257	0.58008	3.4453	Pass	Normalized Protein eXpression	nan
P41236	257	1.67236	3.29515	Pass	Normalized Protein eXpression	nan
Q9UHL4	257	1.05458	2.95551	Pass	Normalized Protein eXpression	nan
Q86VZ4	257	1.12099	4.74243	Pass	Normalized Protein eXpression	nan
Q9UHX3	257	0.90058	4.09153	Pass	Normalized Protein eXpression	nan
Q6UWV6	257	0.8773	3.76899	Pass	Normalized Protein eXpression	nan
Q8WTU2	257	0.81887	6.6684	Pass	Normalized Protein eXpression	nan
Q8NI22	257	1.01207	4.26517	Pass	Normalized Protein eXpression	nan
Q9BYZ8	257	2.0946	8.69466	Pass	Normalized Protein eXpression	nan
Q8NBJ7	257	0.63176	5.82807	Pass	Normalized Protein eXpression	nan
Q8WVQ1	257	1.11328	5.29673	Pass	Normalized Protein eXpression	nan
P29017	257	1.71959	5.63703	Pass	Normalized Protein eXpression	nan
P22466	257	0.98938	5.63343	Pass	Normalized Protein eXpression	nan
P19022	257	0.48994	3.21425	Pass	Normalized Protein eXpression	nan
Q06418	257	0.78785	2.74042	Pass	Normalized Protein eXpression	nan
P46109	257	1.31325	5.69791	Pass	Normalized Protein eXpression	nan
Q8WX77	257	1.24459	3.15069	Pass	Normalized Protein eXpression	nan
Q9BZR6	257	0.77159	2.29406	Pass	Normalized Protein eXpression	nan
P13611	257	1.22148	3.26272	Pass	Normalized Protein eXpression	nan
P09467	257	1.42709	1.884	Pass	Normalized Protein eXpression	nan
P01222	257	1.20455	4.39029	Pass	Normalized Protein eXpression	nan
P46379	257	1.07815	3.05495	Pass	Normalized Protein eXpression	nan
Q92692	257	0.87203	6.91767	Pass	Normalized Protein eXpression	nan
P05089	257	2.04054	2.04054	Pass	Normalized Protein eXpression	nan
P40818	257	1.26597	1.46114	Pass	Normalized Protein eXpression	nan
Q02790	257	0.6775	0.83606	Pass	Normalized Protein eXpression	nan
P31431	257	1.22702	5.95867	Pass	Normalized Protein eXpression	nan
Q9NWQ8	257	1.55256	2.84674	Pass	Normalized Protein eXpression	nan
Q16773	257	2.05163	8.34018	Pass	Normalized Protein eXpression	nan
P98082	257	1.48709	1.48709	Pass	Normalized Protein eXpression	nan
Q9NQX5	257	1.61826	5.71035	Pass	Normalized Protein eXpression	nan
Q641Q3	257	1.46693	4.53094	Pass	Normalized Protein eXpression	nan
Q16820	257	0.90702	4.16337	Pass	Normalized Protein eXpression	nan
Q01973	257	0.56772	2.18993	Pass	Normalized Protein eXpression	nan
NT-proBNP	257	1.59256	2.65629	Pass	Normalized Protein eXpression	nan
P12724	257	1.57095	6.42326	Pass	Normalized Protein eXpression	nan
Q96SB3	255	1.04249	2.42402	Pass	Normalized Protein eXpression	nan
P16278	255	1.26187	2.21095	Pass	Normalized Protein eXpression	nan
O75475	255	1.26807	1.44564	Pass	Normalized Protein eXpression	nan
Q05516	255	0.7018	2.6736	Pass	Normalized Protein eXpression	nan
Q9NWZ3	255	1.52904	1.52904	Pass	Normalized Protein eXpression	nan
Q15661	255	0.86232	4.25579	Pass	Normalized Protein eXpression	nan
P14317	255	0.92094	4.22583	Pass	Normalized Protein eXpression	nan
Q9UHC6	255	0.89232	1.38141	Pass	Normalized Protein eXpression	nan
Q6UXB4	255	1.22117	3.10133	Pass	Normalized Protein eXpression	nan
Q00978	255	1.17154	1.37433	Pass	Normalized Protein eXpression	nan
Q9UNE0	255	1.50621	2.10118	Pass	Normalized Protein eXpression	nan
P05231	255	1.09691	3.59107	Pass	Normalized Protein eXpression	nan
Q13574	255	0.65881	0.65881	Pass	Normalized Protein eXpression	nan
Q8WTT0	255	1.00541	4.07445	Pass	Normalized Protein eXpression	nan
P51617	255	0.26049	1.12089	Pass	Normalized Protein eXpression	nan
Q9UMR7	255	1.13912	4.59243	Pass	Normalized Protein eXpression	nan
Q06830	255	1.04951	1.52996	Pass	Normalized Protein eXpression	nan
P30048	255	0.20992	0.83575	Pass	Normalized Protein eXpression	nan
P09038	255	0.54183	0.54183	Pass	Normalized Protein eXpression	nan
P30044	255	0.88832	5.88343	Pass	Normalized Protein eXpression	nan
Q8N608	255	0.62778	1.56637	Pass	Normalized Protein eXpression	nan
Q9C035	255	1.03969	2.18555	Pass	Normalized Protein eXpression	nan
Q14203	255	1.19409	3.62759	Pass	Normalized Protein eXpression	nan
P23229	255	0.81578	1.41114	Pass	Normalized Protein eXpression	nan
Q15517	255	2.62778	2.753	Pass	Normalized Protein eXpression	nan
Q14435	255	1.31693	1.57721	Pass	Normalized Protein eXpression	nan
Q96DB9	255	1.66908	1.66908	Pass	Normalized Protein eXpression	nan
Q12933	255	1.52693	2.07445	Pass	Normalized Protein eXpression	nan
P19474	255	0.55694	1.95378	Pass	Normalized Protein eXpression	nan
Q8NHJ6	255	1.06875	3.74668	Pass	Normalized Protein eXpression	nan
P34130	255	0.70994	2.15892	Pass	Normalized Protein eXpression	nan
P08727	255	1.19379	4.13024	Pass	Normalized Protein eXpression	nan
O43736	255	0.6847	3.90788	Pass	Normalized Protein eXpression	nan
P50135	255	2.02178	9.7336	Pass	Normalized Protein eXpression	nan
P51671	255	1.38969	9.01349	Pass	Normalized Protein eXpression	nan
Q7Z6M3	255	1.6338	3.12144	Pass	Normalized Protein eXpression	nan
Q9GZT9	255	0.97546	1.3804	Pass	Normalized Protein eXpression	nan
Q12968	255	0.54773	0.83817	Pass	Normalized Protein eXpression	nan
O60449	255	1.60914	2.30374	Pass	Normalized Protein eXpression	nan
P63241	255	1.04843	1.04843	Pass	Normalized Protein eXpression	nan
Q04637	255	1.02182	4.04194	Pass	Normalized Protein eXpression	nan
P10747	255	1.69189	1.69189	Pass	Normalized Protein eXpression	nan
Q03431	255	0.89964	1.8739	Pass	Normalized Protein eXpression	nan
Q13490	255	0.97434	0.97434	Pass	Normalized Protein eXpression	nan
P28845	255	0.85422	2.39808	Pass	Normalized Protein eXpression	nan
P35240	255	-0.91764	-0.91764	Pass	Normalized Protein eXpression	nan
Q9HCM2	255	1.21399	6.67385	Pass	Normalized Protein eXpression	nan
Q9UQQ2	255	1.47484	2.35217	Pass	Normalized Protein eXpression	nan
Q96P31	255	1.13146	1.47345	Pass	Normalized Protein eXpression	nan
Q07065	255	0.92759	4.72387	Pass	Normalized Protein eXpression	nan
P05412	255	0.44482	0.44482	Pass	Normalized Protein eXpression	nan
O94992	255	0.87784	3.95914	Pass	Normalized Protein eXpression	nan
Q8WXI8	255	-0.49584	2.66711	Pass	Normalized Protein eXpression	nan
Q04759	255	1.21837	3.42827	Pass	Normalized Protein eXpression	nan
P16455	255	0.60363	2.06062	Pass	Normalized Protein eXpression	nan
Q9NP99	255	-3.27533	-0.48985	Pass	Normalized Protein eXpression	nan
P78310	255	0.39769	1.99887	Pass	Normalized Protein eXpression	nan
P22301	255	1.6296	3.62356	Pass	Normalized Protein eXpression	nan
P78362	255	0.43217	0.43217	Pass	Normalized Protein eXpression	nan
Q13241	255	1.34491	7.16288	Pass	Normalized Protein eXpression	nan
O14867	255	0.97071	1.13621	Pass	Normalized Protein eXpression	nan
Q6ZUJ8	255	0.9965	3.40669	Pass	Normalized Protein eXpression	nan
O43597	255	1.19063	1.42721	Pass	Normalized Protein eXpression	nan
P52823	255	0.51524	6.68757	Pass	Normalized Protein eXpression	nan
P27540	255	2.92929	2.92929	Pass	Normalized Protein eXpression	nan
P58499	255	1.00622	4.63283	Pass	Normalized Protein eXpression	nan
O60880	255	0.77129	1.37665	Pass	Normalized Protein eXpression	nan
Q05084	255	1.46808	1.46808	Pass	Normalized Protein eXpression	nan
O00273	255	0.82064	4.47667	Pass	Normalized Protein eXpression	nan
Q96PD2	255	0.57076	8.19427	Pass	Normalized Protein eXpression	nan
Q6DN72	255	0.43869	3.67376	Pass	Normalized Protein eXpression	nan
O76036	255	0.94884	2.3012	Pass	Normalized Protein eXpression	nan
P48061	255	1.16403	1.16403	Pass	Normalized Protein eXpression	nan
P15514	255	0.76687	2.30948	Pass	Normalized Protein eXpression	nan
Q8IU57	255	1.10678	1.10678	Pass	Normalized Protein eXpression	nan
Q9UN19	255	1.5414	1.5414	Pass	Normalized Protein eXpression	nan
Q9Y2J8	255	1.06422	1.06422	Pass	Normalized Protein eXpression	nan
Q9Y3P8	255	0.76831	3.18165	Pass	Normalized Protein eXpression	nan
P48740	255	0.03242	2.37142	Pass	Normalized Protein eXpression	nan
Q9UQV4	255	1.13762	3.90431	Pass	Normalized Protein eXpression	nan
Q9BXN2	255	0.81368	3.01535	Pass	Normalized Protein eXpression	nan
Q6EIG7	255	0.6826	2.28301	Pass	Normalized Protein eXpression	nan
O95786	255	1.15559	2.03066	Pass	Normalized Protein eXpression	nan
P42701	255	0.98978	2.15222	Pass	Normalized Protein eXpression	nan
Q92844	255	1.75015	1.79384	Pass	Normalized Protein eXpression	nan
Q9UKX5	255	0.84376	2.60134	Pass	Normalized Protein eXpression	nan
P52294	255	0.82712	0.82712	Pass	Normalized Protein eXpression	nan
P18627	255	1.08066	2.65126	Pass	Normalized Protein eXpression	nan
P05113	255	0.64146	2.03873	Pass	Normalized Protein eXpression	nan
Q01151	255	0.78714	3.59789	Pass	Normalized Protein eXpression	nan
P18564	255	0.79855	3.11828	Pass	Normalized Protein eXpression	nan
P78410	255	0.8247	3.06275	Pass	Normalized Protein eXpression	nan
P10145	255	1.76831	6.22052	Pass	Normalized Protein eXpression	nan
Q07011	255	0.06083	5.75346	Pass	Normalized Protein eXpression	nan
Q02763	255	1.35677	8.09078	Pass	Normalized Protein eXpression	nan
P80098	255	0.76805	3.26198	Pass	Normalized Protein eXpression	nan
P29965	255	1.11253	6.48586	Pass	Normalized Protein eXpression	nan
P01583	255	2.19049	2.19049	Pass	Normalized Protein eXpression	nan
Q9BZW8	255	0.68579	6.05882	Pass	Normalized Protein eXpression	nan
P01133	255	1.10642	8.64629	Pass	Normalized Protein eXpression	nan
Q15389	255	0.64209	8.71737	Pass	Normalized Protein eXpression	nan
P13232	255	0.84021	3.7055	Pass	Normalized Protein eXpression	nan
P49763	255	1.72873	8.09231	Pass	Normalized Protein eXpression	nan
Q9Y653	255	0.69203	0.84351	Pass	Normalized Protein eXpression	nan
P13500	255	0.61148	11.03781	Pass	Normalized Protein eXpression	nan
O95727	255	0.32476	4.18341	Pass	Normalized Protein eXpression	nan
O14625	255	1.04797	10.55499	Pass	Normalized Protein eXpression	nan
Q99616	255	0.99965	9.85733	Pass	Normalized Protein eXpression	nan
P50591	255	0.29771	8.30569	Pass	Normalized Protein eXpression	nan
Q07325	255	0.74738	7.26045	Pass	Normalized Protein eXpression	nan
P01732	255	0.77683	9.46573	Pass	Normalized Protein eXpression	nan
Q16790	255	-0.03299	4.08415	Pass	Normalized Protein eXpression	nan
P01574	255	1.09494	1.09494	Pass	Normalized Protein eXpression	nan
P00813	255	-0.47292	3.38309	Pass	Normalized Protein eXpression	nan
P01730	255	-0.96613	1.07425	Pass	Normalized Protein eXpression	nan
P29474	255	0.54836	0.54836	Pass	Normalized Protein eXpression	nan
P60568	255	0.73162	0.73162	Pass	Normalized Protein eXpression	nan
O00182	255	1.74286	7.79399	Pass	Normalized Protein eXpression	nan
P35968	255	-0.31619	7.08834	Pass	Normalized Protein eXpression	nan
P25942	255	0.96605	11.67541	Pass	Normalized Protein eXpression	nan
Q14116	255	0.81842	9.4766	Pass	Normalized Protein eXpression	nan
P20718	255	1.44801	5.30625	Pass	Normalized Protein eXpression	nan
P49767	255	-0.83065	0.66942	Pass	Normalized Protein eXpression	nan
P01137	255	0.30101	1.82523	Pass	Normalized Protein eXpression	nan
P09341	255	2.51127	9.22518	Pass	Normalized Protein eXpression	nan
O43557	255	1.48542	4.61691	Pass	Normalized Protein eXpression	nan
O95760	255	1.17001	1.17001	Pass	Normalized Protein eXpression	nan
O43508	255	0.57673	9.1998	Pass	Normalized Protein eXpression	nan
P01127	255	1.2306	11.47564	Pass	Normalized Protein eXpression	nan
Q15116	255	0.96388	3.25069	Pass	Normalized Protein eXpression	nan
P48023	255	1.08608	6.62083	Pass	Normalized Protein eXpression	nan
Q99731	255	1.09786	9.26178	Pass	Normalized Protein eXpression	nan
P80075	255	0.93715	7.49515	Pass	Normalized Protein eXpression	nan
P13236	255	1.23142	7.88456	Pass	Normalized Protein eXpression	nan
Q14213,P29459	255	0.69935	0.69935	Pass	Normalized Protein eXpression	nan
P09382	255	0.93308	6.92771	Pass	Normalized Protein eXpression	nan
Q9NZQ7	255	1.38518	5.16898	Pass	Normalized Protein eXpression	nan
P26842	255	1.32784	7.65926	Pass	Normalized Protein eXpression	nan
P42830	255	1.09124	10.51867	Pass	Normalized Protein eXpression	nan
P14210	255	1.18589	7.37799	Pass	Normalized Protein eXpression	nan
P12544	255	-0.52628	5.59925	Pass	Normalized Protein eXpression	nan
P09601	255	2.59798	12.69025	Pass	Normalized Protein eXpression	nan
P78423	255	0.23477	5.74838	Pass	Normalized Protein eXpression	nan
P02778	255	-0.49055	8.56236	Pass	Normalized Protein eXpression	nan
