protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
P01375	539	3.8147	10.36973	Pass	PG/ML	15625.00004
P40933	539	0.11921	11.50954	Pass	PG/ML	15624.99998
P10147	539	0.0298	2.09241	Pass	PG/ML	1953.125
P10145	539	0.23842	4.29751	Pass	PG/ML	1953.125
P39900	539	7.62939	141.65289	Pass	PG/ML	15624.9999
P04141	539	0.23842	0.09436	Pass	PG/ML	7812.50002
P09919	539	7.62939	54.75648	Pass	PG/ML	62500.00009
P15692	539	0.47684	180.47376	Pass	PG/ML	7812.50003
Q9P0M4	539	1.90735	18.40937	Pass	PG/ML	7812.5
P01133	539	0.47684	277.55639	Pass	PG/ML	976.5625
P13500	539	0.23842	266.85892	Pass	PG/ML	3906.25002
Q16552	539	0.11921	4.01126	Pass	PG/ML	15625.00005
P13725	539	0.11921	0.44248	Pass	PG/ML	1953.125
P09603	539	0.23842	122.79026	Pass	PG/ML	3906.24999
P13236	539	0.11921	24.04712	Pass	PG/ML	3906.25001
O14625	539	0.11921	270.18268	Pass	PG/ML	1953.12499
P01374	539	0.11921	8.8365	Pass	PG/ML	3906.25001
P80098	539	0.11921	1.98559	Pass	PG/ML	1953.125
P03956	539	0.95367	931.86587	Pass	PG/ML	7812.49998
P80075	494	0.0298	30.16714	Pass	PG/ML	1953.125
O95760	494	0.23842	0.18217	Pass	PG/ML	7812.50001
P48061	494	30.51758	134.26064	Pass	PG/ML	31249.99966
P78380	494	0.95367	66.12485	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	494	0.23842	4.92109	Pass	PG/ML	31250.0
P60568	494	0.11921	0.00514	Pass	PG/ML	3906.25003
Q07325	494	0.11921	45.44634	Pass	PG/ML	1953.12499
P01135	494	0.47684	3.02214	Pass	PG/ML	1953.12499
P01584	494	0.19073	0.10626	Pass	PG/ML	3125.00001
P05231	494	0.0596	1.44243	Pass	PG/ML	3906.25
P05112	494	0.0596	0.00847	Pass	PG/ML	3906.25
O43508	494	3.8147	328.93528	Pass	PG/ML	15625.00004
Q969D9	494	0.47684	0.02439	Pass	PG/ML	7812.50001
P51671	494	0.23842	281.82637	Pass	PG/ML	15624.99998
P14210	494	0.23842	95.25684	Pass	PG/ML	15624.99995
P49771	494	0.95367	137.15368	Pass	PG/ML	3906.25003
Q96PD4	494	0.23842	0.1373	Pass	PG/ML	3906.24998
P13232	494	0.23842	0.56633	Pass	PG/ML	1953.125
P35225	494	0.47684	0.10129	Pass	PG/ML	15625.00001
Q14116	494	0.95367	114.38926	Pass	PG/ML	15624.99996
Q99616	494	0.0596	191.07868	Pass	PG/ML	1953.125
P50591	494	0.95367	453.655	Pass	PG/ML	7812.5
P02778	494	0.11921	56.00186	Pass	PG/ML	1953.12501
P01579	494	0.0298	0.54647	Pass	PG/ML	3906.25001
P22301	494	0.11921	9.48493	Pass	PG/ML	31250.00005
Q99731	494	0.95367	69.18781	Pass	PG/ML	1953.125
P01375	494	3.8147	10.28345	Pass	PG/ML	15625.00004
P40933	494	0.11921	11.19807	Pass	PG/ML	15624.99998
P10147	494	0.0298	3.19343	Pass	PG/ML	1953.125
P10145	494	0.23842	4.3589	Pass	PG/ML	1953.125
P39900	494	7.62939	218.00764	Pass	PG/ML	15624.9999
P04141	494	0.23842	0.05657	Pass	PG/ML	7812.50002
P09919	494	7.62939	46.78589	Pass	PG/ML	62500.00009
P15692	494	0.47684	187.21702	Pass	PG/ML	7812.50003
Q9P0M4	494	1.90735	17.64901	Pass	PG/ML	7812.5
P01133	494	0.47684	139.48639	Pass	PG/ML	976.5625
P13500	494	0.23842	437.16777	Pass	PG/ML	3906.25002
Q16552	494	0.11921	1.14424	Pass	PG/ML	15625.00005
P13725	494	0.11921	1.02729	Pass	PG/ML	1953.125
P09603	494	0.23842	119.38009	Pass	PG/ML	3906.24999
P13236	494	0.11921	54.66986	Pass	PG/ML	3906.25001
O14625	494	0.11921	401.80721	Pass	PG/ML	1953.12499
P01374	494	0.11921	7.96248	Pass	PG/ML	3906.25001
P80098	494	0.11921	1.22331	Pass	PG/ML	1953.125
P03956	494	0.95367	441.62748	Pass	PG/ML	7812.49998
P80075	487	0.0298	39.80021	Pass	PG/ML	1953.125
O95760	487	0.23842	0.18751	Pass	PG/ML	7812.50001
P48061	487	30.51758	174.57172	Pass	PG/ML	31249.99966
P78380	487	0.95367	83.3428	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	487	0.23842	5.27896	Pass	PG/ML	31250.0
P60568	487	0.11921	0.00514	Pass	PG/ML	3906.25003
Q07325	487	0.11921	66.75028	Pass	PG/ML	1953.12499
P01135	487	0.47684	5.55673	Pass	PG/ML	1953.12499
P01584	487	0.19073	0.06297	Pass	PG/ML	3125.00001
P05231	487	0.0596	1.15531	Pass	PG/ML	3906.25
P05112	487	0.0596	0.00958	Pass	PG/ML	3906.25
O43508	487	3.8147	398.56836	Pass	PG/ML	15625.00004
Q969D9	487	0.47684	0.03647	Pass	PG/ML	7812.50001
P51671	487	0.23842	271.54259	Pass	PG/ML	15624.99998
P14210	487	0.23842	106.02546	Pass	PG/ML	15624.99995
P49771	487	0.95367	92.72289	Pass	PG/ML	3906.25003
Q96PD4	487	0.23842	0.98814	Pass	PG/ML	3906.24998
P13232	487	0.23842	1.4414	Pass	PG/ML	1953.125
P35225	487	0.47684	0.13215	Pass	PG/ML	15625.00001
Q14116	487	0.95367	169.75582	Pass	PG/ML	15624.99996
Q99616	487	0.0596	378.19357	Pass	PG/ML	1953.125
P50591	487	0.95367	367.19523	Pass	PG/ML	7812.5
P02778	487	0.11921	76.19054	Pass	PG/ML	1953.12501
P01579	487	0.0298	0.17945	Pass	PG/ML	3906.25001
P22301	487	0.11921	5.14141	Pass	PG/ML	31250.00005
Q99731	487	0.95367	424.84952	Pass	PG/ML	1953.125
P01375	487	3.8147	12.36533	Pass	PG/ML	15625.00004
P40933	487	0.11921	11.86342	Pass	PG/ML	15624.99998
P10147	487	0.0298	4.20563	Pass	PG/ML	1953.125
P10145	487	0.23842	3.61371	Pass	PG/ML	1953.125
P39900	487	7.62939	215.36338	Pass	PG/ML	15624.9999
P04141	487	0.23842	0.1208	Pass	PG/ML	7812.50002
P09919	487	7.62939	66.60432	Pass	PG/ML	62500.00009
P15692	487	0.47684	158.6693	Pass	PG/ML	7812.50003
Q9P0M4	487	1.90735	24.34395	Pass	PG/ML	7812.5
P01133	487	0.47684	62.08084	Pass	PG/ML	976.5625
P13500	487	0.23842	269.82146	Pass	PG/ML	3906.25002
Q16552	487	0.11921	0.22499	Pass	PG/ML	15625.00005
P13725	487	0.11921	0.88423	Pass	PG/ML	1953.125
P09603	487	0.23842	120.8787	Pass	PG/ML	3906.24999
P13236	487	0.11921	40.87916	Pass	PG/ML	3906.25001
O14625	487	0.11921	462.73671	Pass	PG/ML	1953.12499
P01374	487	0.11921	14.63557	Pass	PG/ML	3906.25001
P80098	487	0.11921	2.02266	Pass	PG/ML	1953.125
P03956	487	0.95367	510.52273	Pass	PG/ML	7812.49998
P80075	485	0.0298	43.74926	Pass	PG/ML	1953.125
O95760	485	0.23842	0.23997	Pass	PG/ML	7812.50001
P48061	485	30.51758	186.69509	Pass	PG/ML	31249.99966
P78380	485	0.95367	50.41011	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	485	0.23842	3.41822	Pass	PG/ML	31250.0
P60568	485	0.11921	0.01384	Pass	PG/ML	3906.25003
Q07325	485	0.11921	78.36033	Pass	PG/ML	1953.12499
P01135	485	0.47684	4.61411	Pass	PG/ML	1953.12499
P01584	485	0.19073	0.14388	Pass	PG/ML	3125.00001
P05231	485	0.0596	1.18787	Pass	PG/ML	3906.25
P05112	485	0.0596	0.01085	Pass	PG/ML	3906.25
O43508	485	3.8147	476.5236	Pass	PG/ML	15625.00004
Q969D9	485	0.47684	0.01538	Pass	PG/ML	7812.50001
P51671	485	0.23842	262.92132	Pass	PG/ML	15624.99998
P14210	485	0.23842	111.6219	Pass	PG/ML	15624.99995
P49771	485	0.95367	94.736	Pass	PG/ML	3906.25003
Q96PD4	485	0.23842	0.59843	Pass	PG/ML	3906.24998
P13232	485	0.23842	1.89978	Pass	PG/ML	1953.125
P35225	485	0.47684	0.06379	Pass	PG/ML	15625.00001
Q14116	485	0.95367	183.80905	Pass	PG/ML	15624.99996
Q99616	485	0.0596	416.75673	Pass	PG/ML	1953.125
P50591	485	0.95367	376.30547	Pass	PG/ML	7812.5
P02778	485	0.11921	140.13691	Pass	PG/ML	1953.12501
P01579	485	0.0298	0.3238	Pass	PG/ML	3906.25001
P22301	485	0.11921	5.37601	Pass	PG/ML	31250.00005
Q99731	485	0.95367	515.61717	Pass	PG/ML	1953.125
P01375	485	3.8147	12.89438	Pass	PG/ML	15625.00004
P40933	485	0.11921	13.23783	Pass	PG/ML	15624.99998
P10147	485	0.0298	3.921	Pass	PG/ML	1953.125
P10145	485	0.23842	4.11476	Pass	PG/ML	1953.125
P39900	485	7.62939	198.48599	Pass	PG/ML	15624.9999
P04141	485	0.23842	0.12391	Pass	PG/ML	7812.50002
P09919	485	7.62939	51.01635	Pass	PG/ML	62500.00009
P15692	485	0.47684	159.13909	Pass	PG/ML	7812.50003
Q9P0M4	485	1.90735	18.10611	Pass	PG/ML	7812.5
P01133	485	0.47684	175.74158	Pass	PG/ML	976.5625
P13500	485	0.23842	250.56998	Pass	PG/ML	3906.25002
Q16552	485	0.11921	0.23832	Pass	PG/ML	15625.00005
P13725	485	0.11921	0.4997	Pass	PG/ML	1953.125
P09603	485	0.23842	127.94424	Pass	PG/ML	3906.24999
P13236	485	0.11921	39.12046	Pass	PG/ML	3906.25001
O14625	485	0.11921	535.157	Pass	PG/ML	1953.12499
P01374	485	0.11921	14.8284	Pass	PG/ML	3906.25001
P80098	485	0.11921	2.32557	Pass	PG/ML	1953.125
P03956	485	0.95367	559.51035	Pass	PG/ML	7812.49998
P80075	490	0.0298	32.61131	Pass	PG/ML	1953.125
O95760	490	0.23842	0.34941	Pass	PG/ML	7812.50001
P48061	490	30.51758	171.04014	Pass	PG/ML	31249.99966
P78380	490	0.95367	60.21316	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	490	0.23842	7.37701	Pass	PG/ML	31250.0
P60568	490	0.11921	0.00673	Pass	PG/ML	3906.25003
Q07325	490	0.11921	57.08486	Pass	PG/ML	1953.12499
P01135	490	0.47684	3.92559	Pass	PG/ML	1953.12499
P01584	490	0.19073	0.26799	Pass	PG/ML	3125.00001
P05231	490	0.0596	1.1461	Pass	PG/ML	3906.25
P05112	490	0.0596	0.00878	Pass	PG/ML	3906.25
O43508	490	3.8147	363.83426	Pass	PG/ML	15625.00004
Q969D9	490	0.47684	0.02532	Pass	PG/ML	7812.50001
P51671	490	0.23842	318.19523	Pass	PG/ML	15624.99998
P14210	490	0.23842	101.9367	Pass	PG/ML	15624.99995
P49771	490	0.95367	126.6528	Pass	PG/ML	3906.25003
Q96PD4	490	0.23842	0.22131	Pass	PG/ML	3906.24998
P13232	490	0.23842	0.94179	Pass	PG/ML	1953.125
P35225	490	0.47684	0.14732	Pass	PG/ML	15625.00001
Q14116	490	0.95367	156.50062	Pass	PG/ML	15624.99996
Q99616	490	0.0596	220.31805	Pass	PG/ML	1953.125
P50591	490	0.95367	489.06829	Pass	PG/ML	7812.5
P02778	490	0.11921	58.84671	Pass	PG/ML	1953.12501
P01579	490	0.0298	0.64985	Pass	PG/ML	3906.25001
P22301	490	0.11921	5.73663	Pass	PG/ML	31250.00005
Q99731	490	0.95367	78.39164	Pass	PG/ML	1953.125
P01375	490	3.8147	13.4392	Pass	PG/ML	15625.00004
P40933	490	0.11921	11.03981	Pass	PG/ML	15624.99998
P10147	490	0.0298	4.45097	Pass	PG/ML	1953.125
P10145	490	0.23842	4.82927	Pass	PG/ML	1953.125
P39900	490	7.62939	213.28319	Pass	PG/ML	15624.9999
P04141	490	0.23842	0.11651	Pass	PG/ML	7812.50002
P09919	490	7.62939	64.18513	Pass	PG/ML	62500.00009
P15692	490	0.47684	202.01857	Pass	PG/ML	7812.50003
Q9P0M4	490	1.90735	15.73083	Pass	PG/ML	7812.5
P01133	490	0.47684	295.2277	Pass	PG/ML	976.5625
P13500	490	0.23842	356.53773	Pass	PG/ML	3906.25002
Q16552	490	0.11921	1.3549	Pass	PG/ML	15625.00005
P13725	490	0.11921	0.88505	Pass	PG/ML	1953.125
P09603	490	0.23842	115.56815	Pass	PG/ML	3906.24999
P13236	490	0.11921	90.00912	Pass	PG/ML	3906.25001
O14625	490	0.11921	441.63617	Pass	PG/ML	1953.12499
P01374	490	0.11921	9.18043	Pass	PG/ML	3906.25001
P80098	490	0.11921	1.43	Pass	PG/ML	1953.125
P03956	490	0.95367	815.49841	Pass	PG/ML	7812.49998
P80075	478	0.0298	6.23739	Pass	PG/ML	1953.125
O95760	478	0.23842	0.0668	Pass	PG/ML	7812.50001
P48061	478	30.51758	438.11635	Pass	PG/ML	31249.99966
P78380	478	0.95367	59.58678	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	478	0.23842	3.34785	Pass	PG/ML	31250.0
P60568	478	0.11921	0.00728	Pass	PG/ML	3906.25003
Q07325	478	0.11921	20.21687	Pass	PG/ML	1953.12499
P01135	478	0.47684	4.01728	Pass	PG/ML	1953.12499
P01584	478	0.19073	0.12456	Pass	PG/ML	3125.00001
P05231	478	0.0596	0.70967	Pass	PG/ML	3906.25
P05112	478	0.0596	0.01531	Pass	PG/ML	3906.25
O43508	478	3.8147	354.89383	Pass	PG/ML	15625.00004
Q969D9	478	0.47684	0.17499	Pass	PG/ML	7812.50001
P51671	478	0.23842	172.66884	Pass	PG/ML	15624.99998
P14210	478	0.23842	111.43579	Pass	PG/ML	15624.99995
P49771	478	0.95367	106.27468	Pass	PG/ML	3906.25003
Q96PD4	478	0.23842	0.15231	Pass	PG/ML	3906.24998
P13232	478	0.23842	0.67634	Pass	PG/ML	1953.125
P35225	478	0.47684	0.12292	Pass	PG/ML	15625.00001
Q14116	478	0.95367	180.09773	Pass	PG/ML	15624.99996
Q99616	478	0.0596	119.31416	Pass	PG/ML	1953.125
P50591	478	0.95367	329.33373	Pass	PG/ML	7812.5
P02778	478	0.11921	71.86654	Pass	PG/ML	1953.12501
P01579	478	0.0298	0.12617	Pass	PG/ML	3906.25001
P22301	478	0.11921	2.44093	Pass	PG/ML	31250.00005
Q99731	478	0.95367	99.09138	Pass	PG/ML	1953.125
P01375	478	3.8147	8.45389	Pass	PG/ML	15625.00004
P40933	478	0.11921	9.07875	Pass	PG/ML	15624.99998
P10147	478	0.0298	2.42898	Pass	PG/ML	1953.125
P10145	478	0.23842	2.75402	Pass	PG/ML	1953.125
P39900	478	7.62939	248.50766	Pass	PG/ML	15624.9999
P04141	478	0.23842	0.08647	Pass	PG/ML	7812.50002
P09919	478	7.62939	55.21443	Pass	PG/ML	62500.00009
P15692	478	0.47684	200.3171	Pass	PG/ML	7812.50003
Q9P0M4	478	1.90735	21.01812	Pass	PG/ML	7812.5
P01133	478	0.47684	261.81693	Pass	PG/ML	976.5625
P13500	478	0.23842	211.01865	Pass	PG/ML	3906.25002
Q16552	478	0.11921	0.36166	Pass	PG/ML	15625.00005
P13725	478	0.11921	1.02597	Pass	PG/ML	1953.125
P09603	478	0.23842	103.10547	Pass	PG/ML	3906.24999
P13236	478	0.11921	33.07952	Pass	PG/ML	3906.25001
O14625	478	0.11921	202.22291	Pass	PG/ML	1953.12499
P01374	478	0.11921	7.03685	Pass	PG/ML	3906.25001
P80098	478	0.11921	1.13096	Pass	PG/ML	1953.125
P03956	478	0.95367	2187.03006	Pass	PG/ML	7812.49998
P80075	548	0.0298	42.77919	Pass	PG/ML	1953.125
O95760	548	0.23842	0.04245	Pass	PG/ML	7812.50001
P48061	548	30.51758	122.25339	Pass	PG/ML	31249.99966
P78380	548	0.95367	34.99367	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	548	0.23842	6.48857	Pass	PG/ML	31250.0
P60568	548	0.11921	0.0231	Pass	PG/ML	3906.25003
Q07325	548	0.11921	56.62235	Pass	PG/ML	1953.12499
P01135	548	0.47684	3.96943	Pass	PG/ML	1953.12499
P01584	548	0.19073	0.07199	Pass	PG/ML	3125.00001
P05231	548	0.0596	1.09704	Pass	PG/ML	3906.25
P05112	548	0.0596	0.00933	Pass	PG/ML	3906.25
O43508	548	3.8147	225.10923	Pass	PG/ML	15625.00004
Q969D9	548	0.47684	nan	Pass	PG/ML	7812.50001
P51671	548	0.23842	205.79423	Pass	PG/ML	15624.99998
P14210	548	0.23842	76.49486	Pass	PG/ML	15624.99995
P49771	548	0.95367	68.79432	Pass	PG/ML	3906.25003
Q96PD4	548	0.23842	0.55032	Pass	PG/ML	3906.24998
P13232	548	0.23842	1.87295	Pass	PG/ML	1953.125
P35225	548	0.47684	nan	Pass	PG/ML	15625.00001
Q14116	548	0.95367	196.73262	Pass	PG/ML	15624.99996
Q99616	548	0.0596	212.95756	Pass	PG/ML	1953.125
P50591	548	0.95367	291.06481	Pass	PG/ML	7812.5
P02778	548	0.11921	71.40538	Pass	PG/ML	1953.12501
P01579	548	0.0298	0.33842	Pass	PG/ML	3906.25001
P22301	548	0.11921	6.56059	Pass	PG/ML	31250.00005
Q99731	548	0.95367	158.16956	Pass	PG/ML	1953.125
P01375	548	3.8147	11.73248	Pass	PG/ML	15625.00004
P40933	548	0.11921	10.22476	Pass	PG/ML	15624.99998
P10147	548	0.0298	7.43021	Pass	PG/ML	1953.125
P10145	548	0.23842	3.1317	Pass	PG/ML	1953.125
P39900	548	7.62939	136.32729	Pass	PG/ML	15624.9999
P04141	548	0.23842	0.10411	Pass	PG/ML	7812.50002
P09919	548	7.62939	83.3514	Pass	PG/ML	62500.00009
P15692	548	0.47684	204.55623	Pass	PG/ML	7812.50003
Q9P0M4	548	1.90735	13.16514	Pass	PG/ML	7812.5
P01133	548	0.47684	176.39483	Pass	PG/ML	976.5625
P13500	548	0.23842	220.42659	Pass	PG/ML	3906.25002
Q16552	548	0.11921	0.11551	Pass	PG/ML	15625.00005
P13725	548	0.11921	0.88113	Pass	PG/ML	1953.125
P09603	548	0.23842	150.09004	Pass	PG/ML	3906.24999
P13236	548	0.11921	672.94319	Pass	PG/ML	3906.25001
O14625	548	0.11921	485.75892	Pass	PG/ML	1953.12499
P01374	548	0.11921	6.08766	Pass	PG/ML	3906.25001
P80098	548	0.11921	0.99922	Pass	PG/ML	1953.125
P03956	548	0.95367	183.7261	Pass	PG/ML	7812.49998
P80075	468	0.0298	15.23686	Pass	PG/ML	1953.125
O95760	468	0.23842	0.15227	Pass	PG/ML	7812.50001
P48061	468	30.51758	178.36652	Pass	PG/ML	31249.99966
P78380	468	0.95367	102.45093	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	468	0.23842	4.77671	Pass	PG/ML	31250.0
P60568	468	0.11921	0.00546	Pass	PG/ML	3906.25003
Q07325	468	0.11921	109.28744	Pass	PG/ML	1953.12499
P01135	468	0.47684	4.89322	Pass	PG/ML	1953.12499
P01584	468	0.19073	0.0259	Pass	PG/ML	3125.00001
P05231	468	0.0596	0.98541	Pass	PG/ML	3906.25
P05112	468	0.0596	0.04845	Pass	PG/ML	3906.25
O43508	468	3.8147	255.25854	Pass	PG/ML	15625.00004
Q969D9	468	0.47684	0.1031	Pass	PG/ML	7812.50001
P51671	468	0.23842	191.87436	Pass	PG/ML	15624.99998
P14210	468	0.23842	85.82429	Pass	PG/ML	15624.99995
P49771	468	0.95367	94.94678	Pass	PG/ML	3906.25003
Q96PD4	468	0.23842	0.78253	Pass	PG/ML	3906.24998
P13232	468	0.23842	0.65781	Pass	PG/ML	1953.125
P35225	468	0.47684	0.03025	Pass	PG/ML	15625.00001
Q14116	468	0.95367	154.02999	Pass	PG/ML	15624.99996
Q99616	468	0.0596	144.83908	Pass	PG/ML	1953.125
P50591	468	0.95367	255.51643	Pass	PG/ML	7812.5
P02778	468	0.11921	57.60492	Pass	PG/ML	1953.12501
P01579	468	0.0298	0.22916	Pass	PG/ML	3906.25001
P22301	468	0.11921	6.63797	Pass	PG/ML	31250.00005
Q99731	468	0.95367	100.86732	Pass	PG/ML	1953.125
P01375	468	3.8147	15.1439	Pass	PG/ML	15625.00004
P40933	468	0.11921	7.46669	Pass	PG/ML	15624.99998
P10147	468	0.0298	12.84252	Pass	PG/ML	1953.125
P10145	468	0.23842	17.1014	Pass	PG/ML	1953.125
P39900	468	7.62939	190.79014	Pass	PG/ML	15624.9999
P04141	468	0.23842	0.07764	Pass	PG/ML	7812.50002
P09919	468	7.62939	105.95694	Pass	PG/ML	62500.00009
P15692	468	0.47684	176.05107	Pass	PG/ML	7812.50003
Q9P0M4	468	1.90735	12.49224	Pass	PG/ML	7812.5
P01133	468	0.47684	140.56055	Pass	PG/ML	976.5625
P13500	468	0.23842	214.22651	Pass	PG/ML	3906.25002
Q16552	468	0.11921	1.49907	Pass	PG/ML	15625.00005
P13725	468	0.11921	1.61772	Pass	PG/ML	1953.125
P09603	468	0.23842	123.75999	Pass	PG/ML	3906.24999
P13236	468	0.11921	60.43802	Pass	PG/ML	3906.25001
O14625	468	0.11921	507.47346	Pass	PG/ML	1953.12499
P01374	468	0.11921	10.72703	Pass	PG/ML	3906.25001
P80098	468	0.11921	2.13537	Pass	PG/ML	1953.125
P03956	468	0.95367	1557.58643	Pass	PG/ML	7812.49998
P80075	537	0.0298	41.22181	Pass	PG/ML	1953.125
O95760	537	0.23842	0.23398	Pass	PG/ML	7812.50001
P48061	537	30.51758	147.51899	Pass	PG/ML	31249.99966
P78380	537	0.95367	103.83609	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	537	0.23842	3.82001	Pass	PG/ML	31250.0
P60568	537	0.11921	0.00785	Pass	PG/ML	3906.25003
Q07325	537	0.11921	34.58776	Pass	PG/ML	1953.12499
P01135	537	0.47684	5.61209	Pass	PG/ML	1953.12499
P01584	537	0.19073	0.06171	Pass	PG/ML	3125.00001
P05231	537	0.0596	1.7832	Pass	PG/ML	3906.25
P05112	537	0.0596	0.00998	Pass	PG/ML	3906.25
O43508	537	3.8147	359.0826	Pass	PG/ML	15625.00004
Q969D9	537	0.47684	0.14826	Pass	PG/ML	7812.50001
P51671	537	0.23842	277.12934	Pass	PG/ML	15624.99998
P14210	537	0.23842	121.58036	Pass	PG/ML	15624.99995
P49771	537	0.95367	161.22964	Pass	PG/ML	3906.25003
Q96PD4	537	0.23842	0.61575	Pass	PG/ML	3906.24998
P13232	537	0.23842	0.61124	Pass	PG/ML	1953.125
P35225	537	0.47684	0.159	Pass	PG/ML	15625.00001
Q14116	537	0.95367	195.93473	Pass	PG/ML	15624.99996
Q99616	537	0.0596	474.79616	Pass	PG/ML	1953.125
P50591	537	0.95367	499.90103	Pass	PG/ML	7812.5
P02778	537	0.11921	55.67305	Pass	PG/ML	1953.12501
P01579	537	0.0298	0.1762	Pass	PG/ML	3906.25001
P22301	537	0.11921	6.70154	Pass	PG/ML	31250.00005
Q99731	537	0.95367	69.45457	Pass	PG/ML	1953.125
P01375	537	3.8147	11.17957	Pass	PG/ML	15625.00004
P40933	537	0.11921	11.46811	Pass	PG/ML	15624.99998
P10147	537	0.0298	2.71405	Pass	PG/ML	1953.125
P10145	537	0.23842	5.14799	Pass	PG/ML	1953.125
P39900	537	7.62939	130.99806	Pass	PG/ML	15624.9999
P04141	537	0.23842	0.11016	Pass	PG/ML	7812.50002
P09919	537	7.62939	57.13311	Pass	PG/ML	62500.00009
P15692	537	0.47684	159.0507	Pass	PG/ML	7812.50003
Q9P0M4	537	1.90735	22.08533	Pass	PG/ML	7812.5
P01133	537	0.47684	93.7919	Pass	PG/ML	976.5625
P13500	537	0.23842	326.47734	Pass	PG/ML	3906.25002
Q16552	537	0.11921	4.35243	Pass	PG/ML	15625.00005
P13725	537	0.11921	1.24799	Pass	PG/ML	1953.125
P09603	537	0.23842	134.31066	Pass	PG/ML	3906.24999
P13236	537	0.11921	33.33512	Pass	PG/ML	3906.25001
O14625	537	0.11921	336.10169	Pass	PG/ML	1953.12499
P01374	537	0.11921	10.28628	Pass	PG/ML	3906.25001
P80098	537	0.11921	1.5203	Pass	PG/ML	1953.125
P03956	537	0.95367	480.86234	Pass	PG/ML	7812.49998
P80075	578	0.0298	12.54842	Pass	PG/ML	1953.125
O95760	578	0.23842	0.09775	Pass	PG/ML	7812.50001
P48061	578	30.51758	169.67838	Pass	PG/ML	31249.99966
P78380	578	0.95367	104.63263	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	578	0.23842	9.79727	Pass	PG/ML	31250.0
P60568	578	0.11921	0.03568	Pass	PG/ML	3906.25003
Q07325	578	0.11921	60.12829	Pass	PG/ML	1953.12499
P01135	578	0.47684	5.03502	Pass	PG/ML	1953.12499
P01584	578	0.19073	0.02874	Pass	PG/ML	3125.00001
P05231	578	0.0596	2.49946	Pass	PG/ML	3906.25
P05112	578	0.0596	0.00915	Pass	PG/ML	3906.25
O43508	578	3.8147	345.50087	Pass	PG/ML	15625.00004
Q969D9	578	0.47684	0.09919	Pass	PG/ML	7812.50001
P51671	578	0.23842	255.6349	Pass	PG/ML	15624.99998
P14210	578	0.23842	109.56204	Pass	PG/ML	15624.99995
P49771	578	0.95367	100.04322	Pass	PG/ML	3906.25003
Q96PD4	578	0.23842	0.56623	Pass	PG/ML	3906.24998
P13232	578	0.23842	0.60634	Pass	PG/ML	1953.125
P35225	578	0.47684	9.78856	Pass	PG/ML	15625.00001
Q14116	578	0.95367	142.37086	Pass	PG/ML	15624.99996
Q99616	578	0.0596	116.26106	Pass	PG/ML	1953.125
P50591	578	0.95367	398.63398	Pass	PG/ML	7812.5
P02778	578	0.11921	72.52712	Pass	PG/ML	1953.12501
P01579	578	0.0298	1.44988	Pass	PG/ML	3906.25001
P22301	578	0.11921	6.99029	Pass	PG/ML	31250.00005
Q99731	578	0.95367	166.69305	Pass	PG/ML	1953.125
P01375	578	3.8147	14.5946	Pass	PG/ML	15625.00004
P40933	578	0.11921	11.71788	Pass	PG/ML	15624.99998
P10147	578	0.0298	3.33148	Pass	PG/ML	1953.125
P10145	578	0.23842	3.64556	Pass	PG/ML	1953.125
P39900	578	7.62939	222.29396	Pass	PG/ML	15624.9999
P04141	578	0.23842	0.19976	Pass	PG/ML	7812.50002
P09919	578	7.62939	116.78078	Pass	PG/ML	62500.00009
P15692	578	0.47684	181.39281	Pass	PG/ML	7812.50003
Q9P0M4	578	1.90735	13.46573	Pass	PG/ML	7812.5
P01133	578	0.47684	59.0125	Pass	PG/ML	976.5625
P13500	578	0.23842	312.56493	Pass	PG/ML	3906.25002
Q16552	578	0.11921	0.14059	Pass	PG/ML	15625.00005
P13725	578	0.11921	1.8522	Pass	PG/ML	1953.125
P09603	578	0.23842	118.31707	Pass	PG/ML	3906.24999
P13236	578	0.11921	50.4362	Pass	PG/ML	3906.25001
O14625	578	0.11921	359.94209	Pass	PG/ML	1953.12499
P01374	578	0.11921	8.53017	Pass	PG/ML	3906.25001
P80098	578	0.11921	1.28443	Pass	PG/ML	1953.125
P03956	578	0.95367	625.75145	Pass	PG/ML	7812.49998
P80075	647	0.0298	18.67279	Pass	PG/ML	1953.125
O95760	647	0.23842	0.30124	Pass	PG/ML	7812.50001
P48061	647	30.51758	167.69978	Pass	PG/ML	31249.99966
P78380	647	0.95367	123.28282	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	647	0.23842	4.66943	Pass	PG/ML	31250.0
P60568	647	0.11921	0.01069	Pass	PG/ML	3906.25003
Q07325	647	0.11921	39.23636	Pass	PG/ML	1953.12499
P01135	647	0.47684	6.29108	Pass	PG/ML	1953.12499
P01584	647	0.19073	0.05869	Pass	PG/ML	3125.00001
